,Unnamed: 0,track_id,genre_name,sample_start,acousticness,danceability,energy,valence,liveness
10261,10261,1yRl361oS9xXUIDN3GF7pd,classical,13,0.936,0.25,0.129,0.109,0.118
10262,10262,0USNMtzsA6Id89tiSUlfRZ,reggae,10,0.058,0.689,0.59,0.665,0.123
10263,10263,3S5Ie4w4y3QKM6FahgrW6O,hip hop,2,0.0895,0.586,0.788,0.565,0.0684
10264,10264,2XXj9OEaF7GgkPSFI4T7eG,metal,13,0.0855,0.401,0.736,0.303,0.113
10265,10265,11cHTwgw5L3qrNcv5Ugv0O,jazz,2,0.387,0.574,0.541,0.679,0.301
10266,10266,0x77qH7TpzfsSNhl2PQYTu,orchestra,10,0.942,0.493,0.0743,0.36,0.345
10267,10267,6kVauIy0iOT2u1Gs8TBIqJ,electronica,18,0.78,0.763,0.419,0.689,0.204
10268,10268,2ZZo65CEkA83Q662zNebIP,metal,7,0.00682,0.169,0.932,0.267,0.317
10269,10269,3NerEd57tNaMeaR57mAoJb,electronica,19,0.989,0.149,0.187,0.0604,0.0949
10270,10270,4IqA0UomZV9pVJu88RSdk0,country,6,0.798,0.647,0.444,0.382,0.122
10271,10271,3EUl8M6SzxZl03NPkB8mUd,country,7,0.554,0.702,0.632,0.457,0.127
10272,10272,46XzvI0GXvRwK7LV6vdn2v,rock,18,0.0695,0.374,0.925,0.525,0.262
10273,10273,6A66ij26eOhBoMyFhbY493,electronica,20,3.11e-05,0.375,0.667,0.442,0.673
10274,10274,0EMDssmn3AFNf3oGUM7aeu,reggae,25,0.072,0.561,0.739,0.586,0.0924
10275,10275,3VZQshi4COChhXaz7cLP02,pop,13,0.00855,0.714,0.905,0.838,0.146
10276,10276,45wdPEiLuyv4oSwWQOX93R,country,0,0.359,0.473,0.59,0.334,0.101
10277,10277,2Oi5TLyeal1YurctF6fDnd,classical,9,0.943,0.233,0.212,0.0359,0.117
10278,10278,3CTnRcNX6VCrgu5U0046YK,jazz,14,0.669,0.479,0.193,0.65,0.136
10279,10279,1fC13X9Ob5KI982tNtrOhG,country,18,0.148,0.726,0.595,0.696,0.106
10280,10280,1xZhDC1l6WuIcWNuzqLVsb,classical,7,0.979,0.118,0.0496,0.0843,0.0939
10281,10281,6h5yOjQNDaLZ0rW2OGoXTB,hip hop,12,0.00652,0.822,0.76,0.362,0.0403
10282,10282,4X3y3QTcFefiXmcxGrJQZr,pop,5,0.304,0.434,0.36,0.122,0.0967
10283,10283,4eObWNJwTvfQe66wIzfHjb,rock,18,0.00235,0.643,0.271,0.263,0.546
10284,10284,3RrumTYvxSLX8SwLrZCjNd,soul,10,0.669,0.473,0.158,0.599,0.273
10285,10285,1yeTf9ZUaNlJ7637FJLtRa,funk,3,0.53,0.604,0.631,0.494,0.123
10286,10286,2fiMQ44VojtY1IODTpRlnh,funk,14,0.15,0.303,0.63,0.483,0.134
10287,10287,4Fu6kDeNo7PSyTX42rF1bf,orchestra,20,0.98,0.217,0.0687,0.0484,0.0935
10288,10288,3BbEUsJcM8B6oZDLkkxUxL,pop,2,0.232,0.827,0.525,0.553,0.548
10289,10289,6mJtRrHFk0gESefQOYM7O7,classical,11,0.932,0.0721,0.03,0.0416,0.16
10290,10290,3Z7PrpGgfe7Iwz9qPVdHq0,r&b,17,0.0431,0.668,0.785,0.513,0.111
10291,10291,1kFlDnWmBTvCBxxeGDpIdp,rap,14,0.227,0.811,0.609,0.439,0.102
10292,10292,4s0Fw4t5lDqYonGecnLu41,classical,16,0.985,0.361,0.162,0.382,0.478
10293,10293,6itnqk7S8H9jy54cuVxvSu,orchestra,19,0.964,0.299,0.209,0.0814,0.302
10294,10294,4Xfxmq0n9kMSIeb1EGcNoz,rock,3,0.0352,0.459,0.905,0.793,0.187
10295,10295,47kkvqvjIhLm2DVPsDSiv0,folk,10,0.583,0.543,0.45,0.448,0.0595
10296,10296,3HdrN4xHTPhxQGdTSo2spQ,hip hop,25,0.00831,0.639,0.957,0.188,0.203
10297,10297,3C4JNyv2NAT72xm0cDKl0v,orchestra,2,0.893,0.323,0.0114,0.134,0.171
10298,10298,2uBhGx3m5iJrtsql8Qk00j,rock,2,0.0857,0.7,0.934,0.224,0.114
10299,10299,7pax4grXoXIF5F2XbO7Y1E,folk,20,0.127,0.716,0.521,0.845,0.122
10300,10300,4zXvB4MoQD8onk0NCZbeHG,metal,3,0.0999,0.403,0.777,0.149,0.124
10301,10301,6zdMlZyo0XyRNclXyQvVAl,metal,18,0.0108,0.538,0.851,0.66,0.325
10302,10302,7tFa04zJGCdcRLmrXLThOe,rock,2,0.000536,0.646,0.845,0.668,0.235
10303,10303,3olJm5hPTWRM89ZNuPbNMg,funk,2,0.0233,0.494,0.98,0.955,0.225
10304,10304,2BVKaxu5taHTOMApXK8pOX,electronica,10,0.531,0.209,0.508,0.319,0.0947
10305,10305,03LoUl8P7zyq102kfiZF95,classical,18,0.913,0.148,0.112,0.0547,0.114
10306,10306,7sdG8n2Q9s8tCM8Wc2Vg1a,pop,13,0.0343,0.802,0.845,0.828,0.335
10307,10307,7m3Tbsn12hbBnsFHR6O4U7,electronica,8,0.187,0.597,0.52,0.381,0.0997
10308,10308,2KZVDEQXJUNdDUDIjv528B,funk,25,0.207,0.748,0.665,0.969,0.105
10309,10309,7t2NM5NyAaJC9k8ifQKiQU,folk,0,0.975,0.468,0.191,0.698,0.14
10310,10310,6O1tuiopEu5ApqQqR8rYf9,jazz,14,0.758,0.656,0.321,0.464,0.162
10311,10311,3dQVhh2jNpnLKqJyGiFPmP,country,14,0.307,0.626,0.903,0.909,0.0383
10312,10312,0f5OEsszF9GKAE4uy632AK,classical,5,0.962,0.274,0.052,0.116,0.0951
10313,10313,1vcAHEXL5Cl9TUk0ESvWnN,rock,20,0.00126,0.5,0.859,0.269,0.329
10314,10314,1aYzaGEdKIz3qr1U6nlOyD,reggae,9,0.122,0.871,0.711,0.533,0.119
10315,10315,4GsN56PtulWa8EtJNKcpaj,folk,1,0.773,0.534,0.502,0.9,0.122
10316,10316,5UPHng7Mk8kd40cgE9GqjB,rock,9,0.896,0.636,0.292,0.408,0.104
10317,10317,06Ma6lKaUgcmuYGDZKC39W,orchestra,22,0.963,0.434,0.0833,0.274,0.682
10318,10318,4PyEyFo5PyPQXf6FputONC,hip hop,2,0.215,0.867,0.564,0.237,0.112
10319,10319,5p2665rdi1sFIoCY5BFTy0,classical,22,0.938,0.369,0.0264,0.112,0.0855
10320,10320,7yXAphXwZ8P2iwJ07rQNYE,reggae,1,0.0463,0.791,0.546,0.791,0.0609
10321,10321,2OfJP9BW8HnZpPvDDZ5Dx2,electronica,18,0.923,0.672,0.443,0.112,0.109
10322,10322,33gdEFFgP0FjTEFupZNM7w,reggae,8,0.0026,0.863,0.694,0.907,0.542
10323,10323,3DASY8a7mjkgnBGhNqUHyu,orchestra,18,0.956,0.27,0.418,0.201,0.97
10324,10324,7sGZDsOCYpvqkIv8eH4jOG,rap,18,0.337,0.637,0.521,0.0781,0.33
10325,10325,0Bvhclemd0HbPcOIfUfD2Y,soul,9,0.722,0.492,0.296,0.251,0.128
10326,10326,3uO9Bnt2H4EZlkQ6ibGVF8,electronica,14,0.22,0.79,0.842,0.864,0.07
10327,10327,1PAXt7Yfy0IBODGU4QAw3W,classical,14,0.982,0.406,0.199,0.473,0.331
10328,10328,5p65EUxtIzcN3E4uRvkLwV,jazz,15,0.977,0.454,0.176,0.442,0.118
10329,10329,7krbQbYq63hcwVMNW1R0tD,rock,13,0.452,0.37,0.211,0.223,0.0857
10330,10330,3bceL3NJmM8sKwr5dyrKAz,r&b,24,0.322,0.623,0.722,0.653,0.159
10331,10331,3o8bovLXjsxsFBTXajm1VA,pop,6,0.141,0.704,0.664,0.533,0.107
10332,10332,2WLKJKmPMowsRUXnjECNmS,metal,3,0.000621,0.341,0.985,0.205,0.287
10333,10333,0ehRgzGf5GxSr4eP427lXB,country,7,0.122,0.65,0.736,0.595,0.0998
10334,10334,0pLmfgIANOX9FB9uZDU43x,pop,7,0.358,0.692,0.656,0.629,0.0929
10335,10335,4kQQHnmIzEyQi64G96dKZb,funk,7,0.0643,0.447,0.639,0.563,0.158
10336,10336,1Fo98RNzO78WnMtkZKZXMW,jazz,12,0.908,0.359,0.0955,0.229,0.124
10337,10337,2b9lp5A6CqSzwOrBfAFhof,metal,25,0.361,0.453,0.906,0.473,0.26
10338,10338,70uixR6jXhzZofmxFcHgnN,rock,22,0.184,0.641,0.729,0.906,0.283
10339,10339,44mommx98x2Dh3Ud9fdbym,metal,0,5.55e-05,0.303,0.939,0.369,0.108
10340,10340,0bn2lpkVhI3Vp9d0g0q8W9,funk,17,0.104,0.381,0.707,0.605,0.369
10341,10341,2OLfqWLQICAJj3Nsm36KP8,orchestra,21,0.907,0.226,0.2,0.159,0.0626
10342,10342,6dlCkU5U8tDNErWoPHujPV,jazz,3,0.618,0.534,0.579,0.606,0.11
10343,10343,6W9W8dSswA8KNegvl3W97V,country,15,0.000937,0.616,0.893,0.567,0.111
10344,10344,12lKq3hZs1BwcqKnA5VXxO,funk,3,0.000598,0.626,0.727,0.546,0.1
10345,10345,6vPS75nWOKkuH5WTLD8hDc,soul,12,0.733,0.453,0.276,0.597,0.126
10346,10346,7AEV4oGvHPn1DtAE7pLCXR,pop,4,0.277,0.814,0.539,0.64,0.0699
10347,10347,4WyVRn3L2uXnSUkY762gqN,jazz,7,0.0262,0.39,0.913,0.603,0.0649
10348,10348,6IIcvtmuGpWIasqOpyGlyY,soul,14,0.242,0.708,0.441,0.724,0.0899
10349,10349,3Wp2M8SCCmCHjFg8dXrA1F,classical,8,0.969,0.447,0.251,0.558,0.317
10350,10350,3ells2tHH8YyUujRnaW8f4,orchestra,14,0.985,0.261,0.0593,0.0789,0.403
10351,10351,2eYY43d0V17SxOX0g7sBAD,rap,6,0.099,0.568,0.714,0.508,0.116
10352,10352,4la9jiqXYHQlEwbRhqYsd7,soul,20,0.655,0.763,0.621,0.825,0.158
10353,10353,2GnVuaoKSkB6Xa07l1BBg8,metal,24,0.0838,0.476,0.556,0.43,0.125
10354,10354,3zMVsONH6RZv528HANVm3Y,funk,18,0.504,0.715,0.616,0.901,0.611
10355,10355,4OkCpVlV3onBamWQAbc8dM,classical,2,0.967,0.256,0.251,0.0869,0.111
10356,10356,0DSob5ze3sstCI5FFpCRwj,folk,15,0.273,0.708,0.565,0.837,0.0367
10357,10357,1xI1WeIBbsLQ6j0jLpAq4q,electronica,15,0.03,0.761,0.781,0.609,0.166
10358,10358,1d0NjHhCDKCKZIbws021xD,jazz,6,0.525,0.595,0.343,0.338,0.161
10359,10359,6ISliK8mqQ8BKXHIEve1iG,reggae,1,0.137,0.714,0.715,0.805,0.167
10360,10360,5yQ9iMZXGcr5rlO4hoLsP4,soul,10,0.808,0.54,0.681,0.794,0.162
10361,10361,0gPxAMKPYhnFSAKkBcy3UN,jazz,21,0.96,0.411,0.0416,0.0782,0.064
10362,10362,0IroH0Fk8zJl2tK1ddVxTY,orchestra,21,0.948,0.377,0.168,0.346,0.404
10363,10363,02wmEyZ3biRECnBbRwWliU,country,1,0.292,0.61,0.712,0.671,0.202
10364,10364,72J5IENFG0u001Afq5ucID,orchestra,21,0.954,0.238,0.201,0.114,0.258
10365,10365,0P2Dxoy0mdzM9NlFQoLZbc,rap,23,0.0249,0.685,0.631,0.72,0.211
10366,10366,4MSKGtnxTdqIypqwTDY3em,electronica,4,0.564,0.296,0.4,0.184,0.116
10367,10367,76OUhpuAQSQ2orR5TUeeRc,folk,10,0.253,0.414,0.501,0.452,0.353
10368,10368,3VZMAx8GdrO73kvTZDD8rU,soul,16,0.606,0.442,0.585,0.233,0.185
10369,10369,4QNpBfC0zvjKqPJcyqBy9W,r&b,25,0.192,0.671,0.939,0.529,0.298
10370,10370,2swu91llDBxeb75tMETplV,hip hop,17,0.0111,0.659,0.734,0.328,0.106
10371,10371,2vO0OvKjPttG2KiXyIu5RN,r&b,23,0.27,0.748,0.528,0.424,0.128
10372,10372,6ypKaenmVXMCXvlkfYOpjf,metal,17,6.05e-05,0.458,0.873,0.551,0.0664
10373,10373,7j8NiarJOyJ8tGIXtk6V5L,rock,6,2.47e-05,0.4,0.576,0.586,0.0962
10374,10374,0rPwYD35H9BEg8BDATRLLL,metal,4,0.000163,0.515,0.896,0.157,0.14
10375,10375,4twFcxWUgcdvd6Irs4tamJ,rap,0,0.0143,0.647,0.627,0.636,0.14
10376,10376,1ozdRCYFVt8Ui0dba1520D,hip hop,7,0.143,0.738,0.782,0.654,0.176
10377,10377,78dv9BM2N8Ql0vrNE2Cv1I,classical,5,0.963,0.341,0.247,0.0994,0.232
10378,10378,0bIGNGUqgpB82sAksxonkZ,folk,9,0.00907,0.439,0.867,0.318,0.679
10379,10379,5hAOJvfhTB07VcFhno9EY1,reggae,6,0.216,0.772,0.484,0.756,0.336
10380,10380,4rsEDpUCQMVIYiCb1laeuw,folk,19,0.739,0.471,0.348,0.455,0.0739
10381,10381,5vNivpfJaXsTpYpxIHsjvm,funk,3,0.083,0.723,0.546,0.591,0.28
10382,10382,2ClYvY2kxsvGI5ttdbPwjh,funk,3,0.238,0.411,0.446,0.43,0.14
10383,10383,4q650OiSDQIwccxDFpuuBm,electronica,1,0.511,0.71,0.734,0.4,0.0701
10384,10384,0x8VeSHmhbRl9EUAdsEx6A,pop,16,0.0114,0.721,0.746,0.705,0.0844
10385,10385,5qqQH3n2jn4lblOMWL7OPA,reggae,11,0.0116,0.818,0.476,0.61,0.127
10386,10386,70iDnqYvxCPl3mPd3ddxgD,r&b,25,0.0143,0.78,0.71,0.858,0.0366
10387,10387,5OaYpOVXxqQpFWhLEWN2BU,soul,2,0.658,0.439,0.289,0.172,0.139
10388,10388,3Yh0UKUflS0LTuJjUJgKNI,classical,21,0.937,0.388,0.263,0.102,0.0945
10389,10389,2mWb172p8SCACG6Peh3Qmt,r&b,12,0.164,0.76,0.463,0.184,0.0884
10390,10390,5UEaKP1vPMG3T6vyBhiSso,r&b,2,0.0478,0.556,0.575,0.216,0.163
10391,10391,4WCZalosPdTXmwZ5ZUOarr,jazz,2,0.696,0.557,0.104,0.308,0.1
10392,10392,6lZe9DbvrcHZ3Ot2O9BPRc,pop,23,0.0287,0.744,0.71,0.652,0.107
10393,10393,3zpui4CLRf1zu4etxqWjYb,country,2,0.701,0.574,0.557,0.2,0.104
10394,10394,3DUnBZXGEkh8ot5V4W9d68,reggae,5,0.126,0.8,0.472,0.968,0.178
10395,10395,2IzMlIwhoCWV3E3JrF9gq1,soul,1,0.424,0.664,0.243,0.648,0.0308
10396,10396,6z6hCyOaWbqYKAlgeA6U3d,metal,13,0.000446,0.29,0.938,0.196,0.545
10397,10397,0M8MPqaoGgkRjkG9kgZ3n4,hip hop,9,0.0911,0.571,0.309,0.133,0.215
10398,10398,7FQvFYg88JndjHvd5tBxwI,metal,8,0.0123,0.563,0.734,0.231,0.102
10399,10399,1Tep6sM1BNqjfP8U9liO2R,reggae,9,0.0183,0.779,0.512,0.763,0.0868
10400,10400,5eIx02KMwP6qMG8tcZxKhG,funk,20,0.694,0.79,0.392,0.724,0.0385
10401,10401,3BhSiKrzvrROupHmoxq12R,hip hop,8,0.101,0.584,0.702,0.795,0.118
10402,10402,2T4Ts0t5m6QkxUegjMXxcq,orchestra,14,0.951,0.351,0.0813,0.146,0.291
10403,10403,76nmX4bM6Xfm99faEuXfOp,hip hop,3,0.0332,0.817,0.589,0.427,0.113
10404,10404,1Zp7ySmnsdP0qrr1plNIqP,jazz,3,0.989,0.476,0.19,0.249,0.588
10405,10405,4VmcVEuTlYnWcc6QksaLyw,rap,1,0.0497,0.897,0.632,0.499,0.111
10406,10406,5NUUMjnvKiw0mSLQd5vRA6,soul,8,0.0215,0.598,0.808,0.333,0.12
10407,10407,2RaA6kIcvomt77qlIgGhCT,metal,12,0.024,0.362,0.961,0.491,0.159
10408,10408,65N3RYCN1DgfY0Zcv5k9kr,country,22,0.115,0.721,0.735,0.961,0.0499
10409,10409,4nm9rEC2KiKeQFq3LbDfM0,metal,20,0.0015,0.398,0.828,0.189,0.302
10410,10410,08jCkXAmDCKu8y6HRlpYft,r&b,3,0.0213,0.653,0.592,0.646,0.101
10411,10411,3APVxx6pVbL5ZIwUMFVAar,orchestra,5,0.957,0.443,0.0803,0.104,0.214
10412,10412,0YICFtdkzTAgahgnwvYTiz,country,1,0.0732,0.293,0.874,0.397,0.18
10413,10413,7HVLKg8RsXaRaGzbONE3MJ,jazz,9,0.984,0.47,0.117,0.677,0.185
10414,10414,2Qqf36BJKwvvgfShjz5zII,jazz,12,0.796,0.557,0.457,0.709,0.703
10415,10415,6oipWwDsUB0XCoZfZeRBvW,folk,2,0.245,0.492,0.484,0.146,0.128
10416,10416,3PovGredRP1qYTZZME7DDR,electronica,23,0.000969,0.511,0.841,0.343,0.201
10417,10417,2PeJWalk3QIOZbf9Z90M16,jazz,2,0.0944,0.341,0.398,0.292,0.0805
10418,10418,1EP3a2EyB1JpEdf28LWDUO,pop,17,0.149,0.902,0.805,0.382,0.26
10419,10419,7GwdsuQ5yIqnHjssYoDUKm,orchestra,8,0.831,0.121,0.191,0.0383,0.122
10420,10420,0sy9gUv5KKXwB8ejZph2Qq,orchestra,1,0.895,0.187,0.204,0.0605,0.0859
10421,10421,2u6wDHwmX6IWBYjZKUdLlp,classical,21,0.995,0.396,0.0521,0.512,0.116
10422,10422,6EVl6n3nyW21MijcRvlxEt,reggae,16,0.12,0.758,0.442,0.654,0.13
10423,10423,0bPSRn4crnh5f1JhELPlyL,pop,15,0.137,0.685,0.9,0.779,0.2
10424,10424,2geANSiw0Jnezu3WbGiCmS,orchestra,24,0.98,0.182,0.145,0.0615,0.848
10425,10425,4nnoWkdf9ZSQJnMQhmxyMj,metal,20,0.00114,0.478,0.972,0.245,0.354
10426,10426,03yib980AUBlXsJ8JJz54l,soul,5,0.0915,0.512,0.493,0.0437,0.0666
10427,10427,24eE9n2PxwKY6jrDKPuL8F,classical,9,0.949,0.303,0.241,0.28,0.158
10428,10428,4z8c9qkpiYghn6DCQ6yA0u,r&b,15,0.29,0.435,0.561,0.231,0.197
10429,10429,6tsojOQ5wHaIjKqIryLZK6,rock,9,0.000218,0.58,0.604,0.645,0.477
10430,10430,1DpQZbwotEMx2DVEuPorBo,electronica,1,0.0068,0.567,0.91,0.928,0.0951
10431,10431,0gvgO9wprV1bxtBh7QOwsE,rock,16,0.008,0.555,0.607,0.526,0.0968
10432,10432,455FnqcfxVyP7GRsqiK6Vo,soul,21,0.55,0.781,0.444,0.598,0.136
10433,10433,1abbmCW62dP7ag10VjQBz4,funk,19,0.0508,0.742,0.473,0.904,0.0387
10434,10434,3qRHCvn70YpVFFkx3lrAYf,r&b,20,0.0132,0.636,0.741,0.53,0.287
10435,10435,15JUnS7aTcsxwfaoEJYT7a,r&b,9,0.419,0.784,0.562,0.344,0.111
10436,10436,3ERQCYzTXSYLn6jBsiEZc0,orchestra,3,0.925,0.5,0.28,0.446,0.426
10437,10437,33OVwHAdsrJELptAp74TqW,rock,16,0.00078,0.559,0.933,0.45,0.0595
10438,10438,4CcSw8wQAHYf4XNckayPoc,folk,25,0.215,0.75,0.562,0.807,0.105
10439,10439,4lc61NBCDzy2srBHDQeTfN,rap,16,0.233,0.868,0.548,0.557,0.181
10440,10440,31Q84a7UanVaTSrnFsFypj,folk,3,0.69,0.734,0.202,0.506,0.0996
10441,10441,4Nq1QHikz6FqwXD8k2WDFK,country,11,0.812,0.459,0.398,0.153,0.0851
10442,10442,4xFfDqhvO8Xkl60MmlvzaC,hip hop,13,0.292,0.66,0.789,0.749,0.0818
10443,10443,2xpZwWAfwE9RsvO3TCjDsg,classical,8,0.854,0.359,0.232,0.174,0.18
10444,10444,4uCbetXW9LStYPUjCpBVp9,soul,19,0.545,0.474,0.473,0.561,0.0356
10445,10445,6z3JD6IqVvu6TUBtCfQPbe,metal,2,0.0734,0.609,0.912,0.564,0.159
10446,10446,5tINQeP1nS5DPE8zlra6il,orchestra,11,0.808,0.275,0.191,0.281,0.0692
10447,10447,08njzqpdaLEunyLb1DuxzX,rap,23,0.402,0.578,0.623,0.6,0.108
10448,10448,3YngbGDDNGvdP3GkCutfH7,funk,18,0.326,0.611,0.824,0.83,0.0995
10449,10449,7a86XRg84qjasly9f6bPSD,pop,2,0.02,0.378,0.638,0.735,0.0849
10450,10450,3CctogqiXpI4BTBnDOq03Y,jazz,16,0.487,0.437,0.516,0.324,0.176
10451,10451,6XlcraQqLY6wGnXpoVeoko,folk,16,0.828,0.497,0.194,0.511,0.102
10452,10452,1boHm9rjmvzxpJASd9dnGK,hip hop,4,0.373,0.561,0.764,0.598,0.157
10453,10453,6iqAJh3X8bf94eo4reme5L,folk,20,0.785,0.543,0.327,0.249,0.0888
10454,10454,2DgxUWPtPPFa8GOUIxwJHc,classical,24,0.692,0.483,0.157,0.131,0.101
10455,10455,4fpOXKIU9yRBoYkMhgJ24k,jazz,9,0.244,0.774,0.564,0.784,0.046
10456,10456,2jm4r2LruBBzaEM1Q3rNOg,classical,12,0.693,0.266,0.19,0.28,0.113
10457,10457,3MOUUE92JOO8UdVTszYaJ0,pop,9,0.216,0.787,0.73,0.336,0.0743
10458,10458,47gNQ4TBuPfVjVbnuzTE3V,orchestra,17,0.96,0.429,0.108,0.115,0.115
10459,10459,3BDlCFBcu0ECQ4ZXd7Kzqv,rock,4,0.00583,0.507,0.971,0.487,0.278
10460,10460,2M2WJ7gBlcKNxdhyfPp9zY,funk,2,0.447,0.784,0.713,0.97,0.0904
10461,10461,7zuQhC4ZZsLWuupAcVuuss,pop,11,0.05,0.617,0.836,0.658,0.107
10462,10462,4popOeDxsdewp8fiAshmrH,hip hop,0,0.0628,0.719,0.537,0.609,0.111
10463,10463,6UqUxcDluuDHtsXuSKLerY,metal,5,3.7e-05,0.456,0.981,0.448,0.096
10464,10464,5qVwVp1uZGDdnlafHZyZ47,r&b,5,0.0981,0.603,0.642,0.458,0.291
10465,10465,3IcQQjnvQTrwwX2wV5QwtQ,electronica,9,0.0369,0.771,0.708,0.701,0.1
10466,10466,5mgC1uKXW7Gg2I0LJvdEcU,rap,10,0.102,0.797,0.574,0.629,0.154
10467,10467,5XeT9fYCeg1jYithrEni7v,metal,15,0.00295,0.252,0.971,0.305,0.528
10468,10468,3lCfyDeaEYxEvJSnhv1ek3,funk,11,0.0315,0.505,0.911,0.281,0.0745
10469,10469,3OYbmTwwQ1dTnGyKmgc1Mt,country,19,0.066,0.655,0.751,0.746,0.303
10470,10470,2hyfepwCRQsenxVLzsaOtA,pop,12,0.0544,0.545,0.487,0.119,0.0872
10471,10471,0ioJtrTIlCCwg40CuQxH3D,orchestra,25,0.974,0.189,0.0195,0.0384,0.129
10472,10472,6uCqzA5JPOCtquPswsrmsC,jazz,12,0.703,0.507,0.619,0.838,0.129
10473,10473,1RuaxunGLjFmlXtKgfvd5G,jazz,16,0.893,0.617,0.275,0.156,0.0803
10474,10474,7p8GWclbwHuUxwom7c1oRz,hip hop,15,0.717,0.518,0.456,0.325,0.225
10475,10475,6koowTu9pFHPEcZnACLKbK,soul,16,0.564,0.62,0.342,0.307,0.131
10476,10476,2e8MxBgVWMSQmxb2zcuCoq,classical,9,0.929,0.251,0.219,0.0965,0.0824
10477,10477,2EDbLhcX7HRoSj9gvG1MQO,country,9,0.276,0.606,0.777,0.49,0.0755
10478,10478,1037SLWJPTVYBiZAt9TPbg,pop,11,0.334,0.753,0.404,0.221,0.381
10479,10479,0Zbbxnx4SGGHoIow4PpISP,pop,13,0.152,0.677,0.497,0.419,0.0911
10480,10480,6UeROtzgj12WLgZx3033G6,soul,23,0.184,0.572,0.745,0.593,0.154
10481,10481,52MNypbTWiwybwzhXvsPk5,country,9,0.00111,0.542,0.797,0.593,0.0906
10482,10482,0IzR5fjY9gSy3nWxXosrQc,rap,12,0.0154,0.574,0.758,0.283,0.128
10483,10483,0pTRGssh4gWx22BykTgnoI,pop,19,0.0648,0.592,0.536,0.361,0.588
10484,10484,7rWqL6XVmRMHrqwq0GTazK,soul,2,0.11,0.4,0.501,0.245,0.354
10485,10485,1uLBDlBZROhCvLAX5LdKrI,reggae,5,0.604,0.537,0.714,0.315,0.0959
10486,10486,2Syy6iCju7lcPLesnbEwnV,jazz,6,0.935,0.326,0.341,0.141,0.114
10487,10487,4pPIWWOny4xWSiSRPsIY1c,country,15,0.443,0.354,0.664,0.235,0.0835
10488,10488,77tSaCI568RS8g4kROyFLp,folk,16,0.358,0.368,0.479,0.463,0.103
10489,10489,1b5SISCI3nhthZFcVSLgIF,funk,7,0.168,0.637,0.844,0.481,0.301
10490,10490,2Vo8VPB1bPqgeH9Jjq5lcf,rock,3,0.115,0.456,0.832,0.964,0.342
10491,10491,1l642x0Gi5dQrFAq1wRxIY,reggae,12,0.0262,0.732,0.749,0.862,0.115
10492,10492,5HiTmpnvgLnofi31wuG0EA,reggae,2,0.676,0.851,0.267,0.824,0.0442
10493,10493,6m3ZXs465Rt4Tc1iiLktXL,hip hop,19,0.822,0.6,0.524,0.449,0.104
10494,10494,5PG3h38oiQLEJlOuOvIs80,r&b,15,0.184,0.902,0.614,0.862,0.0867
10495,10495,4w5m4X0OZ2IslxNOgtntTN,funk,0,0.139,0.608,0.699,0.784,0.242
10496,10496,4bZsLI9lZgSu3MN99kDbic,country,1,0.0166,0.592,0.928,0.391,0.123
10497,10497,3WRIaWsws011vHMd9uzPjG,rap,15,0.013,0.734,0.683,0.445,0.28
10498,10498,0WJZmRmlQnoybpeLuKC43t,classical,6,0.967,0.466,0.307,0.678,0.0757
10499,10499,2OkUn5OaMvBGaXSHAJEqIh,r&b,16,0.176,0.625,0.518,0.308,0.0699
10500,10500,6cRqxXoY6esNiFaOnl4EiC,hip hop,19,0.0544,0.83,0.33,0.0744,0.119
10501,10501,5kapVb34raTBsynt0Zj6qw,jazz,14,0.925,0.513,0.292,0.566,0.0824
10502,10502,36vwZIzXhoNJL3hdfhoCIG,reggae,21,0.0546,0.825,0.785,0.961,0.199
10503,10503,4fKy2IhALYKY88boXpCHz0,r&b,16,0.00905,0.664,0.393,0.265,0.117
10504,10504,3YBTxokhuaszeWCOXC7FQn,rock,5,0.275,0.444,0.409,0.544,0.173
10505,10505,3N5oiETJEStSB71TjTFkWV,pop,24,0.00811,0.785,0.572,0.477,0.111
10506,10506,64zMovN4OokoGxT6mRYj8Y,soul,23,0.0396,0.6,0.923,0.727,0.0567
10507,10507,41CwXzTFrdJHmocVPMdIqk,electronica,21,0.172,0.898,0.53,0.862,0.144
10508,10508,5ncrAJweQsGKQWOhf2isOK,metal,3,0.00528,0.612,0.919,0.772,0.13
10509,10509,2V8bjkt9kcdmuW5EquN5DG,electronica,20,0.87,0.346,0.215,0.382,0.43
10510,10510,2uqFFr9ZvjEGJsQub6uNUe,classical,1,0.967,0.164,0.166,0.11,0.328
10511,10511,0ewK5oKOtaMnSjpzB2jFUC,funk,15,0.00768,0.36,0.759,0.431,0.874
10512,10512,4LEZGxgtNtnILHuHmwZLJ6,soul,0,0.299,0.681,0.639,0.985,0.21
10513,10513,7iE9oBkH73M1K74gyjjx7c,electronica,23,0.29,0.734,0.553,0.336,0.118
10514,10514,1FMCxWp9kcTLErK0ruiXsi,classical,17,0.945,0.226,0.0207,0.0391,0.0596
10515,10515,4uJSCrI7r0usNJ3aaHAuC6,metal,10,0.156,0.328,0.553,0.322,0.0985
10516,10516,3SjS9Y86t8BiecD1Wq7r4o,r&b,10,0.0468,0.843,0.48,0.743,0.081
10517,10517,1AHMN6Xotby0EENtT0ZGN9,funk,12,0.24,0.772,0.76,0.927,0.032
10518,10518,3SJ81ohMbg4k4LAeKy2pYA,reggae,17,0.246,0.771,0.787,0.972,0.0447
